signal,gamma,is_short,lb,hz,th,move_ratio,mr_grade,dist_field,dist_bin,n,mfe_p50,mae_p50,mfe_mae,pct_mfe_02,pct_mae_02,recommended_tp,recommended_sl,best_tp,best_sl,best_expected,best_p_tp,best_p_sl
G-做空,negative,True,30,30,0.0015,30-50%,★☆☆观望,距HedgeWall,near,41,0.002266632709622344,-0.0009085089509119557,2.4948930963719316,0.5609756097560976,0.21951219512195122,0.002266632709622344,0.0019296259389967123,0.003,0.0025,0.0010159950542429205,0.21951219512195122,0.0975609756097561
G+做空,positive,True,10,15,0.0015,50-70%,★★☆可选,距Support,near,43,0.001454305601764376,-0.000584357207072166,2.4887270733785516,0.2558139534883721,0.023255813953488372,0.001454305601764376,0.0008968331438174687,0.0015,0.003,0.0005821140410798337,0.4883720930232558,0.0
G+做多,positive,False,10,30,0.0015,<30%,★☆☆观望,距HedgeWall,near,53,0.0017015035050680707,-0.0006862119779180931,2.4795596110552935,0.39622641509433965,0.16981132075471697,0.0017015035050680707,0.0011342559984973768,0.0025,0.0025,0.0007502657533319808,0.16981132075471697,0.09433962264150944
G-做多,negative,False,10,30,0.002,<30%,★☆☆观望,距HedgeWall,far,106,0.002299679969303271,-0.000927860388726021,2.478476285059219,0.5943396226415094,0.33962264150943394,0.002299679969303271,0.003284486988777112,0.003,0.002,0.0005765068557077981,0.3113207547169811,0.33962264150943394
G+做多,positive,False,30,30,0.001,<30%,★☆☆观望,距Support,near,276,0.0016791653599865374,-0.0006786041755379807,2.474440064644955,0.36594202898550726,0.09057971014492754,0.0016791653599865374,0.0011092322855704175,0.0025,0.0025,0.0006849212721211149,0.14130434782608695,0.05434782608695652
G-做空,negative,True,15,30,0.0005,>100%,★★★推荐,距HedgeWall,medium,215,0.002262607811186448,-0.0009146760875864551,2.473671108158916,0.5534883720930233,0.2837209302325581,0.002262607811186448,0.0022424403256244376,0.003,0.002,0.0008940563254278902,0.3674418604651163,0.2372093023255814
G-做空,negative,True,10,15,0.001,>100%,★★★推荐,距HedgeWall,near,23,0.0029421248975655843,-0.0011895327091643786,2.473345100053923,0.6521739130434783,0.08695652173913043,0.0029421248975655843,0.001741229118832949,0.003,0.0025,0.0016453936074602134,0.43478260869565216,0.0
G-做多,negative,False,30,30,0.0005,>100%,★★★推荐,距HedgeWall,medium,185,0.0017733940102011077,-0.000717541598919451,2.4714859917134695,0.3783783783783784,0.2,0.0017733940102011077,0.001711106461096406,0.003,0.0025,0.0006763200611478866,0.13513513513513514,0.12972972972972974
G-做多,negative,False,15,30,0.0005,30-50%,★☆☆观望,距HedgeWall,near,64,0.0020061943329253234,-0.0008130618976307211,2.4674558465615157,0.5,0.3125,0.0020061943329253234,0.0035208093269201183,0.0025,0.002,0.0006221149827303817,0.40625,0.3125
G-做空,negative,True,15,15,0.0015,50-70%,★★☆可选,距HedgeWall,near,20,0.0014797673190628442,-0.000600228494041164,2.4653400059367407,0.15,0.0,0.0014797673190628442,0.0008061269240230453,0.0015,0.002,0.0009233954590051263,0.4,0.0
G-做空,negative,True,30,30,0.0015,<30%,★☆☆观望,距Support,far,31,0.0018392856090994982,-0.0007466115322765479,2.4635108481263313,0.3548387096774194,0.22580645161290322,0.0018392856090994982,0.0014694345155438179,0.002,0.003,0.0005744905076299067,0.16129032258064516,0.0
G-做空,negative,True,15,15,0.002,30-50%,★☆☆观望,距HedgeWall,medium,18,0.0021761431566970635,-0.0008844588866710536,2.4604231915037684,0.5,0.0,0.0021761431566970635,0.0010228993816517617,0.0015,0.002,0.0008669128890997652,0.6111111111111112,0.0
G-做多,negative,False,30,30,0.002,50-70%,★★☆可选,距HedgeWall,far,57,0.0033151349349516495,-0.00135148454230224,2.452958085117534,0.6842105263157895,0.2631578947368421,0.0033151349349516495,0.002037793167753266,0.003,0.0025,0.0011856374023826387,0.5087719298245614,0.08771929824561403
G-做多,negative,False,10,30,0.0005,<30%,★☆☆观望,距Support,far,32,0.001819288383075886,-0.0007434894838558746,2.4469591333568275,0.46875,0.1875,0.001819288383075886,0.001819162166426672,0.003,0.002,0.0008898738068389173,0.4375,0.1875
G+做空,positive,True,30,15,0.002,50-70%,★★☆可选,距HedgeWall,near,70,0.0012634059292138218,-0.0005175368916749068,2.4411900862275844,0.21428571428571427,0.05714285714285714,0.0012634059292138218,0.0009239820399846912,0.002,0.003,0.00038214135093026186,0.15714285714285714,0.0
G+做多,positive,False,30,15,0.0005,70-100%,★★★推荐,距HedgeWall,far,140,0.0009212833420880357,-0.00037741738953157237,2.4410198566406196,0.2857142857142857,0.05714285714285714,0.0009212833420880357,0.0009451749536411431,0.003,0.004,0.0007026996792056481,0.11428571428571428,0.0
G-做空,negative,True,30,15,0.001,30-50%,★☆☆观望,距HedgeWall,near,66,0.0016076559932061607,-0.0006594778828410487,2.4377709018539555,0.3939393939393939,0.15151515151515152,0.0016076559932061607,0.00160929352244885,0.0025,0.0025,0.0005902776187995835,0.18181818181818182,0.030303030303030304
G-做多,negative,False,30,15,0.002,<30%,★☆☆观望,距HedgeWall,far,216,0.0017031537131427165,-0.0007020228617488003,2.4260658818147487,0.4166666666666667,0.12962962962962962,0.0017031537131427165,0.0013814944069155503,0.003,0.002,0.0008330599120141554,0.13425925925925927,0.1111111111111111
G-做多,negative,False,15,15,0.0015,<30%,★☆☆观望,距HedgeWall,far,229,0.0016503347562617202,-0.0006824567840281614,2.4182260252740333,0.39737991266375544,0.22270742358078602,0.0016503347562617202,0.0015769731302150696,0.003,0.002,0.0006122533285241724,0.1222707423580786,0.2052401746724891
G-做空,negative,True,30,15,0.001,50-70%,★★☆可选,距Support,medium,27,0.0014311841466978815,-0.0005922170920182233,2.4166545781725635,0.3333333333333333,0.07407407407407407,0.0014311841466978815,0.000846737310235696,0.0015,0.002,0.0007518322644876953,0.37037037037037035,0.037037037037037035
G-做空,negative,True,15,30,0.0005,50-70%,★★☆可选,距Support,medium,47,0.0018669979178075578,-0.0007728918358215191,2.4156005164980114,0.48936170212765956,0.10638297872340426,0.0018669979178075578,0.0012414354221452874,0.003,0.002,0.0008928647923716665,0.1702127659574468,0.10638297872340426
G-做多,negative,False,30,30,0.002,30-50%,★☆☆观望,距HedgeWall,near,31,0.0020456885163087205,-0.0008468897055033103,2.415531211461543,0.5483870967741935,0.06451612903225806,0.0020456885163087205,0.0010334822060388328,0.002,0.0025,0.0012976949006763606,0.41935483870967744,0.03225806451612903
G+做多,positive,False,10,30,0.0015,<30%,★☆☆观望,距Support,near,67,0.0016310386658103448,-0.0006752878414423348,2.4153236082655356,0.3582089552238806,0.16417910447761194,0.0016310386658103448,0.00111517794197972,0.0025,0.0025,0.0008295401513999876,0.16417910447761194,0.07462686567164178
G-做多,negative,False,10,15,0.0005,>100%,★★★推荐,距Support,near,75,0.0019810492646970845,-0.0008221521146744766,2.4095896967697548,0.49333333333333335,0.24,0.0019810492646970845,0.0018331520079178831,0.003,0.002,0.0006396433634027639,0.17333333333333334,0.22666666666666666
G-做空,negative,True,15,15,0.0005,50-70%,★★☆可选,距Support,near,99,0.00162592311895245,-0.0006748427616365387,2.409336235613579,0.31313131313131315,0.1919191919191919,0.00162592311895245,0.0014580241951728935,0.0025,0.0035,0.0005406900498524313,0.1919191919191919,0.020202020202020204
G-做多,negative,False,15,15,0.0015,<30%,★☆☆观望,距Support,medium,122,0.001620930694583314,-0.0006732987416342943,2.4074464934374276,0.4098360655737705,0.21311475409836064,0.001620930694583314,0.001574458673990422,0.003,0.002,0.0006443360558978724,0.1557377049180328,0.1885245901639344
G+做空,positive,True,30,30,0.0015,<30%,★☆☆观望,距Support,medium,280,0.001251451060600181,-0.0005215413533046434,2.399524127225213,0.24642857142857144,0.21071428571428572,0.001251451060600181,0.001446566938303701,0.003,0.0025,0.0002992035979087835,0.13214285714285715,0.09285714285714286
G-做空,negative,True,30,15,0.0015,30-50%,★☆☆观望,距HedgeWall,near,41,0.0016037917906913197,-0.0006707767443963488,2.390947217668701,0.3170731707317073,0.12195121951219512,0.0016037917906913197,0.0016069116817199155,0.0015,0.0025,0.00048553734663108643,0.43902439024390244,0.04878048780487805
G-做空,negative,True,15,30,0.002,>100%,★★★推荐,距HedgeWall,medium,67,0.002595840324163376,-0.0010882180053356225,2.385404681264009,0.6417910447761194,0.34328358208955223,0.002595840324163376,0.002896041188236327,0.003,0.002,0.0009967720677544897,0.44776119402985076,0.31343283582089554
G-做多,negative,False,30,30,0.0005,30-50%,★☆☆观望,距HedgeWall,near,72,0.0020530675787577795,-0.0008645483331243752,2.374728514411955,0.5277777777777778,0.20833333333333334,0.0020530675787577795,0.0012057695587392113,0.0025,0.002,0.0009175721928211828,0.375,0.20833333333333334
G-做多,negative,False,10,30,0.0015,70-100%,★★★推荐,距Support,far,14,0.003524884184309318,-0.0014857729632739632,2.3724245032310236,0.5714285714285714,0.35714285714285715,0.003524884184309318,0.002979057761467561,0.003,0.004,0.0009251214115018492,0.5714285714285714,0.0
G-做空,negative,True,30,15,0.0005,30-50%,★☆☆观望,距HedgeWall,near,81,0.001589069599749265,-0.0006707767443963488,2.3689992430779845,0.3950617283950617,0.19753086419753085,0.001589069599749265,0.0018193767391100743,0.002,0.002,0.00043249361509052045,0.30864197530864196,0.16049382716049382
G-做空,negative,True,15,15,0.001,50-70%,★★☆可选,距HedgeWall,near,38,0.0014136758846793982,-0.0005985323424267116,2.36190391808693,0.23684210526315788,0.0,0.0014136758846793982,0.0009642542754667341,0.0015,0.002,0.0008174323346971401,0.39473684210526316,0.0
G-做多,negative,False,15,15,0.001,30-50%,★☆☆观望,距Support,near,55,0.0013395358262508331,-0.0005752331346300751,2.3286833556837285,0.10909090909090909,0.01818181818181818,0.0013395358262508331,0.0012744204956431858,0.003,0.002,0.0006628710643032598,0.01818181818181818,0.0
G-做空,negative,True,15,30,0.0015,>100%,★★★推荐,距HedgeWall,medium,95,0.0023411604154226434,-0.0010057094033828838,2.3278696684626103,0.631578947368421,0.3157894736842105,0.0023411604154226434,0.0026670475919496816,0.003,0.002,0.0009682066943029119,0.4,0.28421052631578947
G+做空,positive,True,10,30,0.0015,30-50%,★☆☆观望,距HedgeWall,medium,18,0.0014644287529529385,-0.0006306914150805164,2.3219417894977754,0.3888888888888889,0.05555555555555555,0.0014644287529529385,0.0013253090262885423,0.002,0.002,0.00040774585783709866,0.3888888888888889,0.0
G-做多,negative,False,10,15,0.0005,<30%,★☆☆观望,距Support,far,32,0.0016153053202703953,-0.0006959676494011926,2.320948856832924,0.4375,0.09375,0.0016153053202703953,0.0015502109557497849,0.003,0.002,0.0007258534169598857,0.09375,0.09375
G+做多,positive,False,15,30,0.002,70-100%,★★★推荐,距Support,near,30,0.0023988933235376754,-0.0010381882479498883,2.310653514210716,0.5666666666666667,0.2,0.0023988933235376754,0.0019452501582493831,0.003,0.004,0.0008159780236790116,0.2,0.06666666666666667
G+做空,positive,True,15,30,0.0015,30-50%,★☆☆观望,距HedgeWall,medium,40,0.0014644287529529385,-0.0006349572797355329,2.3063421740166365,0.45,0.075,0.0014644287529529385,0.0011583483361441518,0.002,0.002,0.000555043553911244,0.425,0.05
G-做空,negative,True,10,15,0.0015,70-100%,★★★推荐,距Support,far,22,0.0016043897922829922,-0.0006957934676635675,2.3058419873794396,0.45454545454545453,0.2727272727272727,0.0016043897922829922,0.007849140300678875,0.002,0.002,0.000342591950065496,0.4090909090909091,0.2727272727272727
G+做多,positive,False,15,30,0.001,<30%,★☆☆观望,距Support,near,228,0.001703633076146246,-0.0007403337354194098,2.301169046661251,0.38596491228070173,0.12280701754385964,0.001703633076146246,0.0013188375130209168,0.0025,0.0025,0.0007255315980019186,0.19736842105263158,0.06140350877192982
G-做多,negative,False,30,30,0.002,30-50%,★☆☆观望,距HedgeWall,medium,31,0.0020322604422233783,-0.0008835690771896017,2.3000583595427067,0.5161290322580645,0.06451612903225806,0.0020322604422233783,0.0014006382207918371,0.003,0.0035,0.0015953935826912853,0.06451612903225806,0.0
G-做多,negative,False,30,30,0.001,30-50%,★☆☆观望,距HedgeWall,near,63,0.0020604466412068386,-0.0008969217468913554,2.297242371865939,0.5396825396825397,0.19047619047619047,0.0020604466412068386,0.001147348609724011,0.0025,0.002,0.000999518674436665,0.38095238095238093,0.19047619047619047
G+做多,positive,False,10,30,0.001,<30%,★☆☆观望,距HedgeWall,far,90,0.0015039449105193675,-0.0006570256604635511,2.289020050538497,0.3111111111111111,0.14444444444444443,0.0015039449105193675,0.0013079283585707559,0.003,0.002,0.00059512255420142,0.022222222222222223,0.08888888888888889
G+做多,positive,False,15,30,0.001,70-100%,★★★推荐,距HedgeWall,medium,39,0.001644193101995527,-0.0007184107758689851,2.2886531733975195,0.3333333333333333,0.15384615384615385,0.001644193101995527,0.0014617006321993938,0.002,0.002,0.0004738831119233542,0.3333333333333333,0.15384615384615385
G-做多,negative,False,30,30,0.001,>100%,★★★推荐,距HedgeWall,medium,160,0.001765162499185121,-0.0007716456584646289,2.2875298782829003,0.375,0.1875,0.001765162499185121,0.001678820091573105,0.003,0.0025,0.0006660588910587799,0.125,0.1125
G-做空,negative,True,15,30,0.001,>100%,★★★推荐,距HedgeWall,medium,146,0.00235626585381087,-0.0010303667138935485,2.286822567187769,0.6095890410958904,0.273972602739726,0.00235626585381087,0.0022127714423300126,0.003,0.002,0.0010231667564055116,0.3835616438356164,0.2328767123287671
G-做空,negative,True,30,15,0.0005,50-70%,★★☆可选,距Support,medium,51,0.0014311022198655065,-0.0006292453656226904,2.2743150733407664,0.3137254901960784,0.058823529411764705,0.0014311022198655065,0.0010037091335778937,0.0025,0.002,0.0007099402631112388,0.19607843137254902,0.058823529411764705
G-做空,negative,True,30,30,0.002,50-70%,★★☆可选,距Support,medium,11,0.0016673118023686699,-0.0007343348175524243,2.2705062629685813,0.36363636363636365,0.0,0.0016673118023686699,0.0011450744783396707,0.001,0.002,0.001,1.0,0.0
G+做空,positive,True,30,15,0.001,<30%,★☆☆观望,距HedgeWall,far,243,0.0007760545211435003,-0.0003437245406158613,2.2577803719019327,0.06995884773662552,0.03292181069958848,0.0007760545211435003,0.0006409451514605478,0.003,0.003,0.00022860819759832436,0.037037037037037035,0.0
G+做空,positive,True,15,15,0.001,50-70%,★★☆可选,距HedgeWall,near,95,0.0009500181621119281,-0.000421356944928078,2.2546635899737884,0.17894736842105263,0.0,0.0009500181621119281,0.0007170265871262242,0.002,0.002,0.0005747997304036314,0.12631578947368421,0.0
G-做多,negative,False,30,15,0.001,30-50%,★☆☆观望,距Support,near,70,0.0012881525425626292,-0.0005714831127858686,2.254051806155981,0.2,0.02857142857142857,0.0012881525425626292,0.0012095915490573236,0.003,0.002,0.0007197811538636385,0.1,0.0
G+做多,positive,False,15,30,0.0015,<30%,★☆☆观望,距Support,near,126,0.001709975911318367,-0.0007597800018147564,2.250619794195741,0.3968253968253968,0.14285714285714285,0.001709975911318367,0.0012133771313431938,0.003,0.0025,0.0007798467839618244,0.07936507936507936,0.07142857142857142
G+做空,positive,True,30,30,0.001,30-50%,★☆☆观望,距HedgeWall,far,138,0.0013841547981292613,-0.0006156561957456896,2.248259349445444,0.3115942028985507,0.10144927536231885,0.0013841547981292613,0.0014156062253405741,0.0025,0.002,0.0004255873586214204,0.2826086956521739,0.07971014492753623
G-做空,negative,True,30,15,0.0015,50-70%,★★☆可选,距Support,medium,17,0.0013394101472748996,-0.0005967405308881091,2.2445436130867464,0.23529411764705882,0.058823529411764705,0.0013394101472748996,0.000920582784649873,0.001,0.002,0.000871833818564153,0.7647058823529411,0.0
G+做空,positive,True,10,30,0.001,<30%,★☆☆观望,距HedgeWall,far,107,0.0011766262967978231,-0.0005265598237780322,2.23455387909318,0.21495327102803738,0.037383177570093455,0.0011766262967978231,0.0011580770188731923,0.003,0.002,0.00041151744887344083,0.056074766355140186,0.037383177570093455
G+做多,positive,False,30,30,0.0015,>100%,★★★推荐,距HedgeWall,medium,17,0.001494431339762954,-0.0006718353197264287,2.224401271983566,0.4117647058823529,0.0,0.001494431339762954,0.0007583617594591203,0.003,0.002,0.0017395323407190877,0.35294117647058826,0.0
G+做多,positive,False,30,30,0.0015,>100%,★★★推荐,距Support,medium,17,0.001494431339762954,-0.0006718353197264287,2.224401271983566,0.4117647058823529,0.0,0.001494431339762954,0.0007583617594591203,0.003,0.002,0.0017395323407190877,0.35294117647058826,0.0
G+做多,positive,False,10,30,0.001,<30%,★☆☆观望,距Support,near,185,0.001598324675741345,-0.0007203980563834851,2.218668778432293,0.3621621621621622,0.12972972972972974,0.001598324675741345,0.0013418159436903757,0.003,0.0025,0.0006873334831232986,0.08108108108108109,0.05405405405405406
G-做多,negative,False,10,30,0.002,50-70%,★★☆可选,距HedgeWall,far,17,0.002315016772213694,-0.0010439386874051217,2.2175792507202146,0.5294117647058824,0.47058823529411764,0.002315016772213694,0.0036831159009263685,0.003,0.002,0.0002242131656802365,0.4117647058823529,0.47058823529411764
G+做空,positive,True,15,30,0.001,50-70%,★★☆可选,距HedgeWall,near,95,0.00126291857365877,-0.0005713191834142872,2.2105306636325137,0.3263157894736842,0.05263157894736842,0.00126291857365877,0.0010115194044465975,0.0015,0.0025,0.0005725970294110493,0.4,0.0
G-做多,negative,False,10,15,0.0015,<30%,★☆☆观望,距HedgeWall,far,169,0.0016591502134270845,-0.0007516848500646413,2.207241789274329,0.3727810650887574,0.27218934911242604,0.0016591502134270845,0.0021451771281819965,0.003,0.0025,0.0004917981101810775,0.11242603550295859,0.1834319526627219
G-做空,negative,True,15,30,0.001,70-100%,★★★推荐,距HedgeWall,medium,56,0.0015941241202653976,-0.0007222960164791588,2.207023275631473,0.375,0.35714285714285715,0.0015941241202653976,0.0023877152868398946,0.003,0.0035,0.0006550622138802545,0.375,0.07142857142857142
G-做空,negative,True,30,15,0.001,50-70%,★★☆可选,距HedgeWall,medium,53,0.0007227148837195927,-0.0003277855380419612,2.20484066513964,0.1320754716981132,0.07547169811320754,0.0007227148837195927,0.0010868354825059143,0.0025,0.002,0.00015441058632403284,0.09433962264150944,0.07547169811320754
G+做多,positive,False,15,30,0.002,<30%,★☆☆观望,距Support,near,51,0.0015504612770810338,-0.0007037605929109567,2.2031089729930446,0.3137254901960784,0.2549019607843137,0.0015504612770810338,0.0018536644036070888,0.001,0.0025,0.0005560410914409191,0.8235294117647058,0.09803921568627451
G-做多,negative,False,10,30,0.0015,30-50%,★☆☆观望,距HedgeWall,medium,32,0.0017702296888712876,-0.000803759210773583,2.202437826084157,0.375,0.34375,0.0017702296888712876,0.0032899128008390633,0.0025,0.002,0.0004412852990030256,0.25,0.34375
G-做多,negative,False,15,30,0.0005,>100%,★★★推荐,距Support,near,76,0.0027442290765734264,-0.001249818304152943,2.1957024212677947,0.6842105263157895,0.39473684210526316,0.0027442290765734264,0.0049710296542660615,0.002,0.002,0.0008591358378172443,0.6578947368421053,0.23684210526315788
G-做空,negative,True,15,15,0.001,50-70%,★★☆可选,距Support,near,65,0.0016610976260946994,-0.0007567677080664179,2.1949900985322075,0.36923076923076925,0.23076923076923078,0.0016610976260946994,0.0016542324031404052,0.0025,0.0035,0.0006702253870335196,0.23076923076923078,0.03076923076923077
G-做多,negative,False,15,15,0.002,30-50%,★☆☆观望,距Support,near,33,0.0012076467417364177,-0.0005511792256080577,2.191023691802152,0.09090909090909091,0.030303030303030304,0.0012076467417364177,0.0011490501536328675,0.003,0.002,0.0006979020643768172,0.030303030303030304,0.0
G+做空,positive,True,10,15,0.001,<30%,★☆☆观望,距HedgeWall,far,107,0.0008590739503692015,-0.0003923479031995329,2.18957191656587,0.028037383177570093,0.018691588785046728,0.0008590739503692015,0.0007672056944768809,0.003,0.003,0.0002514036129126559,0.018691588785046728,0.0
G-做多,negative,False,30,30,0.0015,30-50%,★☆☆观望,距HedgeWall,medium,34,0.0019923196229136206,-0.0009121415131985344,2.184222068708737,0.5,0.08823529411764706,0.0019923196229136206,0.001432938578517177,0.003,0.0035,0.0015108419524782377,0.058823529411764705,0.0
G-做空,negative,True,30,30,0.0005,>100%,★★★推荐,距HedgeWall,medium,233,0.0021956762531954535,-0.0010057094033828838,2.1832114185369083,0.5407725321888412,0.27467811158798283,0.0021956762531954535,0.002173616304051033,0.003,0.002,0.000907286362984235,0.36909871244635195,0.22317596566523606
G-做多,negative,False,30,30,0.001,30-50%,★☆☆观望,距HedgeWall,medium,47,0.0018920992073638346,-0.0008685298664390015,2.1785079367753903,0.44680851063829785,0.14893617021276595,0.0018920992073638346,0.0015636183403434554,0.003,0.0035,0.001309438214694109,0.10638297872340426,0.0
G+做空,positive,True,15,30,0.0015,30-50%,★☆☆观望,距HedgeWall,far,53,0.001590400929997447,-0.0007332181411606225,2.1690692588156324,0.41509433962264153,0.09433962264150944,0.001590400929997447,0.0014324818187822757,0.003,0.002,0.0007266668774423046,0.22641509433962265,0.03773584905660377
G-做多,negative,False,15,15,0.0015,30-50%,★☆☆观望,距Support,near,41,0.0012281784372104106,-0.000567733090941662,2.1633025391796536,0.07317073170731707,0.024390243902439025,0.0012281784372104106,0.0012736766053166957,0.003,0.002,0.0006392033671823048,0.024390243902439025,0.0
G+做空,positive,True,30,30,0.0015,<30%,★☆☆观望,距HedgeWall,far,132,0.001262958897105202,-0.0005840886039301509,2.1622727932151795,0.2878787878787879,0.21212121212121213,0.001262958897105202,0.0016659202599942655,0.003,0.002,0.00025835204778286783,0.17424242424242425,0.20454545454545456
G-做空,negative,True,10,30,0.0005,50-70%,★★☆可选,距HedgeWall,medium,61,0.0014931881747916426,-0.0006911639200414043,2.1603965882683704,0.2786885245901639,0.11475409836065574,0.0014931881747916426,0.00140173351722308,0.003,0.004,0.0006706439946931905,0.16393442622950818,0.0
G-做空,negative,True,10,30,0.001,>100%,★★★推荐,距HedgeWall,medium,127,0.002277401093923472,-0.001055024024404213,2.1586248665849603,0.5590551181102362,0.31496062992125984,0.002277401093923472,0.0023807192518893513,0.003,0.002,0.0008278777636392461,0.3464566929133858,0.2755905511811024
G+做空,positive,True,30,30,0.0005,30-50%,★☆☆观望,距Support,far,72,0.0014943213895212814,-0.0006925694244035508,2.1576485141662283,0.3611111111111111,0.1388888888888889,0.0014943213895212814,0.001690444646186721,0.003,0.002,0.00044944091078373603,0.20833333333333334,0.09722222222222222
G+做空,positive,True,30,30,0.0015,50-70%,★★☆可选,距Support,near,101,0.0013622138497676047,-0.0006318486584472289,2.1559179267947672,0.38613861386138615,0.07920792079207921,0.0013622138497676047,0.001185499095119127,0.0015,0.003,0.00043489510698598813,0.46534653465346537,0.009900990099009901
G-做多,negative,False,30,30,0.002,30-50%,★☆☆观望,距Support,medium,55,0.002220710988607468,-0.0010324328391902585,2.1509495865602077,0.5272727272727272,0.2727272727272727,0.002220710988607468,0.002119079440110823,0.003,0.0025,0.0010012326210761778,0.2545454545454545,0.14545454545454545
G-做空,negative,True,30,30,0.001,<30%,★☆☆观望,距Support,far,57,0.0016057157588479558,-0.0007466115322765479,2.150670984081709,0.2982456140350877,0.15789473684210525,0.0016057157588479558,0.001366618611903846,0.002,0.003,0.0007072611906139769,0.19298245614035087,0.0
G-做多,negative,False,10,15,0.002,<30%,★☆☆观望,距HedgeWall,far,106,0.0017177810112166403,-0.0008005123011873361,2.145852110790543,0.3867924528301887,0.2641509433962264,0.0017177810112166403,0.002121214537215943,0.003,0.0025,0.0005145427820281451,0.1320754716981132,0.18867924528301888
G-做多,negative,False,15,15,0.002,70-100%,★★★推荐,距Support,far,12,0.0018844686362878649,-0.0008816187850382382,2.1375096223773524,0.5,0.08333333333333333,0.0018844686362878649,0.0015794579414592082,0.003,0.004,0.0011712433368403605,0.25,0.0
G-做多,negative,False,30,30,0.002,50-70%,★★☆可选,距Support,medium,31,0.001224322615687357,-0.000575412127639156,2.1277316846111662,0.2903225806451613,0.03225806451612903,0.001224322615687357,0.0012354353682700646,0.003,0.002,0.00048321317415590516,0.0967741935483871,0.03225806451612903
G+做多,positive,False,30,15,0.002,<30%,★☆☆观望,距HedgeWall,near,86,0.001065390246340646,-0.0005011974869518236,2.125689521749446,0.16279069767441862,0.09302325581395349,0.001065390246340646,0.0009134423433074141,0.003,0.0025,0.0004373881560937401,0.011627906976744186,0.03488372093023256
G-做多,negative,False,30,15,0.002,30-50%,★☆☆观望,距HedgeWall,medium,31,0.0011530223183575687,-0.0005431765143115098,2.122739639837069,0.1935483870967742,0.06451612903225806,0.0011530223183575687,0.001321762999495488,0.0025,0.002,0.0004898348661148902,0.06451612903225806,0.06451612903225806
G+做多,positive,False,15,30,0.0015,<30%,★☆☆观望,距HedgeWall,near,100,0.0016259823910745523,-0.0007673255698246095,2.1190254241706152,0.42,0.16,0.0016259823910745523,0.001205961959492352,0.0025,0.0025,0.0006676080699689398,0.24,0.09
G+做多,positive,False,30,15,0.002,<30%,★☆☆观望,距Support,near,105,0.0010839153136084406,-0.0005119685409188622,2.117152182169376,0.14285714285714285,0.09523809523809523,0.0010839153136084406,0.000990538495454031,0.003,0.0025,0.0004546656257146751,0.009523809523809525,0.02857142857142857
G+做空,positive,True,15,15,0.0015,30-50%,★☆☆观望,距HedgeWall,medium,40,0.000822594681816152,-0.0003899810628879112,2.1093195544538097,0.275,0.0,0.000822594681816152,0.0009723647977552454,0.002,0.002,0.0003596759218710257,0.175,0.0
G+做空,positive,True,10,30,0.0015,50-70%,★★☆可选,距HedgeWall,medium,16,0.0011811584561995422,-0.0005603268182951446,2.1079813024001695,0.3125,0.0,0.0011811584561995422,0.0010203880547134424,0.003,0.002,0.0004868881423708934,0.125,0.0
G+做空,positive,True,30,15,0.0015,30-50%,★☆☆观望,距Support,medium,141,0.0008811409143098633,-0.00041826369558562614,2.10666362777708,0.2553191489361702,0.02127659574468085,0.0008811409143098633,0.0008900518900251884,0.003,0.002,0.00047777019015244964,0.07801418439716312,0.014184397163120567
G+做多,positive,False,30,30,0.0005,<30%,★☆☆观望,距Support,far,18,0.002315538760151309,-0.0010995170139217866,2.105959917702577,0.6111111111111112,0.2777777777777778,0.002315538760151309,0.0029977177857558974,0.003,0.002,0.0009171792658440855,0.0,0.2777777777777778
G-做多,negative,False,10,15,0.0015,<30%,★☆☆观望,距Support,medium,97,0.0017997342674236129,-0.0008549431394959715,2.105092355597636,0.4536082474226804,0.21649484536082475,0.0017997342674236129,0.0017539920648433716,0.003,0.0025,0.000815350250273444,0.16494845360824742,0.10309278350515463
G+做空,positive,True,15,30,0.0015,<30%,★☆☆观望,距Support,medium,133,0.0013855283748918923,-0.0006584812973830375,2.1041271489384954,0.24060150375939848,0.17293233082706766,0.0013855283748918923,0.0014802115597895276,0.002,0.004,0.0003973171290905755,0.21052631578947367,0.0
G+做空,positive,True,10,15,0.0015,50-70%,★★☆可选,距HedgeWall,near,28,0.0009889369983905134,-0.000470055979163342,2.1038706924880173,0.10714285714285714,0.03571428571428571,0.0009889369983905134,0.0007467094958183108,0.0015,0.003,0.0005344582079512454,0.4642857142857143,0.0
G+做多,positive,False,30,30,0.0005,<30%,★☆☆观望,距Support,near,430,0.001527785797685859,-0.0007266445368336002,2.1025215497295044,0.30930232558139537,0.09534883720930233,0.001527785797685859,0.0012060335494107192,0.002,0.002,0.0005840161857410822,0.2651162790697674,0.07441860465116279
G+做多,positive,False,10,30,0.001,<30%,★☆☆观望,距HedgeWall,near,131,0.0015504612770810338,-0.0007375738484882637,2.1021098839917784,0.3893129770992366,0.13740458015267176,0.0015504612770810338,0.0012169418914183144,0.003,0.0025,0.0006382047424435736,0.0916030534351145,0.07633587786259542
G-做多,negative,False,30,30,0.0015,<30%,★☆☆观望,距HedgeWall,far,267,0.0021055011303692923,-0.0010031791928832214,2.0988285495813614,0.5131086142322098,0.26591760299625467,0.0021055011303692923,0.0021321963679754013,0.003,0.002,0.0007496459264609767,0.3707865168539326,0.24344569288389514
